prediction_date,target_date,horizon,predicted,actual,error,abs_error,pct_error
2025-11-25,2025-11-27,2,236050.86304339304,126358,-109692.86304339304,109692.86304339304,86.81117384209392
2025-11-25,2025-11-28,3,241249.6969066635,158262,-82987.6969066635,82987.6969066635,52.43690646312034
2025-11-25,2025-11-29,4,241249.6969066635,140822,-100427.6969066635,100427.6969066635,71.31534625744807
2025-11-25,2025-11-30,5,229018.1723125529,94894,-134124.1723125529,134124.1723125529,141.34104612784043
2025-11-25,2025-12-01,6,178524.99990685904,127188,-51336.99990685904,51336.99990685904,40.36308449449558
2025-11-25,2025-12-02,7,180473.2889403495,106769,-73704.2889403495,73704.2889403495,69.03154374429798
2025-12-02,2025-12-03,1,249433.25215971377,129417,-120016.25215971377,120016.25215971377,92.73607961837608
2025-12-02,2025-12-04,2,249433.25215971377,142035,-107398.25215971377,107398.25215971377,75.61393470603286
2025-12-02,2025-12-05,3,249433.25215971377,181107,-68326.25215971377,68326.25215971377,37.72700787916191
2025-12-02,2025-12-06,4,249433.25215971377,101743,-147690.25215971377,147690.25215971377,145.1601114177032
2025-12-02,2025-12-07,5,237988.01479688555,87177,-150811.01479688555,150811.01479688555,172.9940406264101
2025-12-02,2025-12-08,6,249433.25215971377,63712,-185721.25215971377,185721.25215971377,291.5012119533428
2025-12-02,2025-12-09,7,249433.25215971377,157747,-91686.25215971377,91686.25215971377,58.122342839935946
2025-12-09,2025-12-10,1,256470.40407189727,125046,-131424.40407189727,131424.40407189727,105.10084614613604
2025-12-09,2025-12-11,2,296567.03145491245,85735,-210832.03145491245,210832.03145491245,245.9112748059864
2025-12-09,2025-12-12,3,301765.8653181829,90800,-210965.8653181829,210965.8653181829,232.34126136363759
2025-12-09,2025-12-13,4,301765.8653181829,138859,-162906.8653181829,162906.8653181829,117.31818990355893
2025-12-09,2025-12-14,5,290320.62795535463,99320,-191000.62795535463,191000.62795535463,192.3083245623788
2025-12-09,2025-12-15,6,296567.03145491245,262947,-33620.031454912445,33620.031454912445,12.785858539900605
2025-12-09,2025-12-16,7,296567.03145491245,320517,23949.968545087555,23949.968545087555,7.472292747369891
2025-12-16,2025-12-17,1,371558.51476326317,359568,-11990.51476326317,11990.51476326317,3.334700185573569
2025-12-16,2025-12-18,2,376056.3000075391,332507,-43549.3000075391,43549.3000075391,13.097258105104284
2025-12-16,2025-12-19,3,387649.8913102148,319648,-68001.89131021482,68001.89131021482,21.273992426110855
2025-12-16,2025-12-20,4,387649.8913102148,396153,8503.108689785178,8503.108689785178,2.1464203703582148
2025-12-16,2025-12-21,5,366077.8022571456,421826,55748.19774285442,55748.19774285442,13.215922618059203
2025-12-16,2025-12-22,6,388743.3630698792,413746,25002.636930120818,25002.636930120818,6.042991818681225
2025-12-16,2025-12-23,7,386400.17217442824,407692,21291.82782557176,21291.82782557176,5.222527747802694
2025-12-23,2025-12-24,1,356183.93026063987,530950,174766.06973936013,174766.06973936013,32.915730245665344
2025-12-23,2025-12-25,2,356183.93026063987,346956,-9227.93026063987,9227.93026063987,2.659683147327001
2025-12-23,2025-12-26,3,353920.23370939214,308512,-45408.23370939214,45408.23370939214,14.718465962229066
2025-12-23,2025-12-27,4,353920.23370939214,318712,-35208.23370939214,35208.23370939214,11.047037359557262
2025-12-23,2025-12-28,5,337145.3644472045,284581,-52564.36444720451,52564.36444720451,18.470791952802372
2025-12-23,2025-12-29,6,538538.5152842936,262074,-276464.51528429356,276464.51528429356,105.49101218903576
2025-12-23,2025-12-30,7,538538.5152842936,320115,-218423.51528429356,218423.51528429356,68.23282735401139
2025-12-30,2025-12-31,1,524106.47878902906,270232,-253874.47878902906,253874.47878902906,93.94686002732062
2025-12-30,2026-01-01,2,493039.4131082663,224773,-268266.4131082663,268266.4131082663,119.34992775300695
2025-12-30,2026-01-02,3,501653.0962039494,213862,-287791.0962039494,287791.0962039494,134.56859853735094
2025-12-30,2026-01-03,4,508585.45312644413,260175,-248410.45312644413,248410.45312644413,95.47821778666057
2025-12-30,2026-01-04,5,497125.4653457315,343198,-153927.46534573153,153927.46534573153,44.85092143477862
2025-12-30,2026-01-05,6,515565.0338469105,300466,-215099.03384691052,215099.03384691052,71.58847718108223
2025-12-30,2026-01-06,7,515565.0338469105,411039,-104526.03384691052,104526.03384691052,25.42971198521564
